t,o,h,l,c,v,n
1584097200,131.11,131.15,124.39,127.61,20865665,60
1584100800,127.56,132,125.27,129.1,20320725,60
1584104400,129.11,139.98,127.85,131.85,39171019,60
1584108000,131.87,136.61,125.02,126.82,28729415,60
1584111600,126.82,127.7,115.12,123.77,46768984,60
1584115200,123.75,128.5,118.67,123.47,30861066,60
1584118800,123.45,126.93,120.97,123.64,17758579,60
1584122400,123.64,123.97,115,119.12,18280968,60
1584126000,119.08,130,116.79,128.2,21473508,60
1584129600,128.26,130,125.15,126.81,14634700,60
1584133200,126.8,132.1,126.72,128.87,7430855,60
1584136800,128.87,133.26,128.63,133.22,8155496,60
1584140400,133.16,136.81,130.5,134.16,18990127,60
1584144000,134.1,134.7,130.7,133.06,11655289,60
1584147600,132.97,133.93,129.38,133,11122878,60
1584151200,133,133.11,129.89,132.28,10746501,60
1584154800,132.26,134.59,131.54,133.3,12183794,60
1584158400,133.3,133.39,131.31,131.88,8241037,60
1584162000,131.85,132.48,130,130.51,7400816,60
1584165600,130.51,131.6,130,130.62,6212618,60
1584169200,130.62,132.15,130.02,132.14,4807173,60
1584172800,132.12,132.22,125.69,128.24,17610001,60
1584176400,128.28,128.49,125.17,125.95,7731236,60
1584180000,125.89,129.26,125.2,128.67,12116075,60
1584183600,128.7,130,127.9,128.76,13747043,60
1584187200,128.75,129,126.36,128.44,9994512,60
1584190800,128.5,128.77,125.28,125.95,6595788,60
1584194400,125.95,128.13,125.7,127.22,6299044,60
1584198000,127.25,128.15,125.8,126.66,7162276,60
1584201600,126.66,130.6,125.64,128.09,11125605,60
1584205200,128.05,128.5,126.83,128.05,4162167,60
1584208800,128.06,129.83,127.77,128.62,4276312,60
1584212400,128.63,129.34,127.02,127.23,3183669,60
1584216000,127.24,128.11,126.23,127.32,5329602,60
1584219600,127.31,127.72,126.21,126.61,2667848,60
1584223200,126.62,127.23,123.19,124.74,10464761,60
1584226800,124.74,124.89,121.11,122.55,17463934,60
1584230400,122.56,123.76,121.25,123.04,11896447,60
1584234000,123.04,123.32,121,121.15,8801879,60
1584237600,121.15,122.67,120.89,121.35,7055126,60
1584241200,121.36,122.09,120.8,121.16,5999405,60
1584244800,121.16,122.88,121.14,122.57,6325036,60
1584248400,122.56,123,121.9,122.71,3868285,60
1584252000,122.73,124.39,122.58,123.56,5066206,60
1584255600,123.56,124.26,122.5,123.22,3982589,60
1584259200,123.24,123.32,122.01,122.34,3607964,60
1584262800,122.33,122.74,121.68,122.24,3476182,60
1584266400,122.24,127.5,122,126.4,17077910,60
1584270000,126.4,126.96,125.6,126.05,7075786,60
1584273600,126.06,129.46,124.12,124.71,18158247,60
1584277200,124.72,126,124.05,125.1,4215671,60
1584280800,125.11,125.74,123,124.04,6930805,60
1584284400,124.01,125.39,123.24,124.04,4173614,60
1584288000,124.04,124.84,122.62,123.84,4637055,60
1584291600,123.84,125.12,122.77,122.98,3944913,60
1584295200,122.99,124.26,122.86,123.21,2164938,60
1584298800,123.22,124.69,123.01,123.24,2511188,60
1584302400,123.21,123.49,120.51,120.58,6791916,60
1584306000,120.58,133.1,120.5,132.66,22912530,60
1584309600,132.76,132.9,122.01,123.92,27296527,60
1584313200,123.88,125.73,123.09,123.81,9844186,60
1584316800,123.79,123.82,120.5,121.66,15043194,60
1584320400,121.69,123.35,121.04,123.04,5685130,60
1584324000,123.04,124.36,122.76,123.85,5694371,60
1584327600,123.9,123.91,121.87,122.5,5376054,60
1584331200,122.51,122.59,121.21,121.26,5749088,60
1584334800,121.26,121.92,115.91,116.78,14855161,60
1584338400,116.78,116.78,110,112.74,33286667,60
1584342000,112.76,112.98,106,107.17,25118137,60
1584345600,107.19,112.29,107.03,111.33,16597745,60
1584349200,111.35,111.63,107.51,108.24,11730225,60
1584352800,108.21,108.63,101.23,101.61,30488225,60
1584356400,101.62,105.87,101.52,104.13,13203867,60
1584360000,104.12,110.9,103.56,107.81,21001384,60
1584363600,107.75,110.28,102.5,108.74,23503513,60
1584367200,108.76,115.6,107.17,111.41,27659524,60
1584370800,111.4,115.6,111.03,114.69,16638520,60
1584374400,114.64,115.66,110.52,111.92,12252874,60
1584378000,111.9,114.05,111.13,112.9,5336187,60
1584381600,112.85,114.68,111.86,114.15,6242286,60
1584385200,114.12,114.56,109,110.04,11923416,60
1584388800,110,111.65,108,109.28,8429321,60
1584392400,109.26,110.5,108,109.68,3397930,60
1584396000,109.65,111.42,107.03,107.42,7325071,60
1584399600,107.47,111.09,107.01,111.04,5788770,60
1584403200,111.04,112.05,109.41,111.96,6418477,60
1584406800,112.02,120.85,111.61,115.54,27700679,60
1584410400,115.47,117.18,113.55,116.67,10113142,60
1584414000,116.7,118,115.63,117.63,9465180,60
1584417600,117.63,117.8,115.25,116.48,6692164,60
1584421200,116.4,117.6,116.33,117.01,5132118,60
1584424800,117.02,117.6,115.63,116.85,5526396,60
1584428400,116.85,119.77,116.58,117.85,11386842,60
1584432000,117.85,119.82,116.08,116.81,11397219,60
1584435600,116.82,117.5,114.2,115.39,9238286,60
1584439200,115.4,117.13,115.06,116.7,4201597,60
1584442800,116.7,117.37,115.6,115.93,3742692,60
1584446400,115.96,118.3,114.6,115.07,5857711,60
1584450000,115.09,117.58,112.51,113.07,9791932,60
1584453600,113.04,115.67,112.53,115.41,7718419,60
1584457200,115.38,117.76,114.9,117.39,6720434,60
1584460800,117.49,119.6,116.65,117.05,10295510,60
1584464400,117.05,118.44,116.6,117.78,3006395,60
1584468000,117.81,118.9,117.5,117.95,2769257,60
1584471600,117.95,118.54,116.55,117.46,4867103,60
1584475200,117.46,119,116.73,118.54,2356721,60
1584478800,118.54,119.6,116.6,117.12,3847260,60
1584482400,117.12,118,116.5,117.41,3521749,60
1584486000,117.4,118.47,115.62,115.67,4478428,60
1584489600,115.68,117.91,115,116.81,5305615,60
1584493200,116.81,117.09,116.01,116.68,1941389,60
1584496800,116.69,117.04,115.86,116.89,3188647,60
1584500400,116.9,117.8,116.88,117.5,3271615,60
1584504000,117.5,118,116.83,117.73,2939141,60
1584507600,117.72,117.85,115.32,115.54,5849110,60
1584511200,115.54,116.04,114,115.27,7853532,60
1584514800,115.27,115.27,111.07,112.25,10904750,60
1584518400,112.26,113.5,111.07,112.77,7992116,60
1584522000,112.78,114.14,112,112.44,5512145,60
1584525600,112.45,112.97,110.21,111.65,7358285,60
1584529200,111.64,113.14,111.57,112.81,4488727,60
1584532800,112.82,112.83,111.08,112.1,4395180,60
1584536400,112.1,116.52,110,115.54,18486920,60
1584540000,115.54,117,114.26,114.93,12736600,60
1584543600,114.95,116.72,113.62,115.84,6160871,60
1584547200,115.84,116.3,112.88,113.99,9364221,60
1584550800,114,114.78,112.34,114.39,5391345,60
1584554400,114.39,115.74,113.75,115.6,3914156,60
1584558000,115.59,116.11,114.94,116.05,3213441,60
1584561600,116.08,117.21,115.82,116.14,4705116,60
1584565200,116.13,116.87,115.95,116.42,1654268,60
1584568800,116.43,117.45,114.69,116.12,3705857,60
1584572400,116.11,118.47,115.89,118.12,7629815,60
1584576000,118.11,119.86,117.04,117.51,11791165,60
1584579600,117.52,118.6,117,117.48,4969535,60
1584583200,117.49,117.73,115.6,116.26,6886214,60
1584586800,116.26,116.71,115.5,115.95,4131355,60
1584590400,115.95,116.49,115.63,116.18,2167821,60
1584594000,116.18,117.87,116.11,117.48,4049996,60
1584597600,117.5,118.13,117.07,117.31,5443781,60
1584601200,117.31,119.95,117.06,118.83,16816036,60
1584604800,118.84,119.8,118.28,118.94,6625488,60
1584608400,118.94,124.28,118.49,123.94,21384171,60
1584612000,123.89,125,122.12,123.03,14704088,60
1584615600,123.02,124.23,122.76,123.8,6292296,60
1584619200,123.81,128.8,123.81,128.58,25641161,60
1584622800,128.59,128.99,123.69,126.49,19318984,60
1584626400,126.49,127.49,124.9,125.97,8199081,60
1584630000,125.97,128.21,125.72,127.94,8988567,60
1584633600,127.99,140,126.1,135.08,62715411,60
1584637200,135.09,139.5,133.9,138.1,19058890,60
1584640800,138.09,138.44,134.38,134.7,11353482,60
1584644400,134.61,136.53,133.43,136.16,5704751,60
1584648000,136.12,136.91,135.03,136.89,3586145,60
1584651600,136.88,137.78,135.8,137.54,3840562,60
1584655200,137.54,143,137.41,140.03,15975195,60
1584658800,139.99,140.73,135.79,136.34,13703927,60
1584662400,136.32,139.88,136.18,137.94,11422455,60
1584666000,137.94,138.29,133.78,135.72,12952308,60
1584669600,135.72,136.87,135.31,135.75,5463220,60
1584673200,135.75,135.86,134.03,134.85,7553346,60
1584676800,134.79,137.76,133.65,136.8,9371780,60
1584680400,136.79,138.95,136.38,136.95,10130348,60
1584684000,136.94,138,136,137.58,6170253,60
1584687600,137.6,140.67,136.8,139.73,11867711,60
1584691200,139.67,152.44,139.59,146.5,51443452,60
1584694800,146.52,149.78,145.5,149.66,21198535,60
1584698400,149.66,152.55,147.3,150.28,26952192,60
1584702000,150.28,151.56,142.31,145.69,32238818,60
1584705600,145.7,146.31,142.5,143.54,13616184,60
1584709200,143.62,143.68,136.58,140.09,29426349,60
1584712800,140.11,144.97,139.54,143.69,18045760,60
1584716400,143.71,144.33,140,142.72,11213263,60
1584720000,142.74,144.85,136.05,139.11,26080070,60
1584723600,139.08,140.08,136.65,138.85,8441828,60
1584727200,138.85,139,130.6,130.71,16784615,60
1584730800,130.68,134.38,130.32,131.29,9263334,60
1584734400,131.3,131.31,117,125.37,41152028,60
1584738000,125.4,131.93,124.6,131.8,13252784,60
1584741600,131.8,137.6,127.64,131.32,18799969,60
1584745200,131.3,133.8,128.08,133.47,10788125,60
1584748800,133.47,133.7,129.5,130.79,10566862,60
1584752400,130.76,134.99,130.67,134.67,7812014,60
1584756000,134.73,137.5,133.77,134.54,11118312,60
1584759600,134.55,134.84,131.55,134.33,5687373,60
1584763200,134.33,135.95,131.74,132.12,6507501,60
1584766800,132.13,133.16,128.82,129.67,11633192,60
1584770400,129.69,133.3,127.79,133.13,8042990,60
1584774000,133.13,133.33,130,131.18,4400921,60
1584777600,131.18,131.83,128.74,130.88,7495962,60
1584781200,130.92,131.45,127,128.67,9016855,60
1584784800,128.61,129.6,127.35,128.2,5296511,60
1584788400,128.19,130.6,125.72,130.49,13250507,60
1584792000,130.49,132.88,129.74,130.57,9368958,60
1584795600,130.54,134.13,130.54,131.56,8444589,60
1584799200,131.58,133.51,130.75,132.04,5353788,60
1584802800,132.04,133.35,130.96,132.93,4859657,60
1584806400,132.93,134.19,130.43,130.99,7398925,60
1584810000,130.98,131.87,128.47,128.99,3665844,60
1584813600,128.96,132.62,128.56,132.51,5263236,60
1584817200,132.54,133.84,132.01,132.74,3251977,60
1584820800,132.7,136.5,131.86,135.15,6806985,60
1584824400,135.13,137.31,131.12,132.79,9338048,60
1584828000,132.82,134.31,131.16,132.4,4357216,60
1584831600,132.44,133.57,131.7,132.63,3364081,60
1584835200,132.65,132.72,130.45,132.26,3846973,60
1584838800,132.27,135.01,131.79,134.43,6262514,60
1584842400,134.43,136,133.58,133.69,5358193,60
1584846000,133.68,136.06,133.19,135.98,6026026,60
1584849600,135.97,136.66,134.45,134.72,7045381,60
1584853200,134.72,136.7,134.68,135.86,4535535,60
1584856800,135.86,137.12,134.1,134.78,6508301,60
1584860400,134.7,135.32,133.93,134.43,3101303,60
1584864000,134.38,134.93,131.6,132.58,7714652,60
1584867600,132.57,134.2,131.78,133.86,4738124,60
1584871200,133.87,134.22,131.6,132.85,6000468,60
1584874800,132.83,133.41,130.05,130.94,6192267,60
1584878400,130.94,130.97,126.19,127.9,22058356,60
1584882000,127.94,130.25,126.62,129.02,8895104,60
1584885600,129.07,129.14,127.1,128.51,5672193,60
1584889200,128.51,128.78,124.78,127.98,12007324,60
1584892800,127.99,129.23,125.51,126.49,8977765,60
1584896400,126.53,127.42,124.27,125.85,6919271,60
1584900000,125.83,126.8,123.53,125.98,6564099,60
1584903600,125.95,125.97,123.6,123.64,2445077,60
1584907200,123.65,124.25,121.76,124.06,11161450,60
1584910800,124.04,128.9,124,127.3,4770722,60
1584914400,127.3,127.38,122.64,123.15,6909330,60
1584918000,123.16,123.72,121.1,122.33,11180255,60
1584921600,122.31,125.5,120,124.15,15521802,60
1584925200,124.16,124.66,122.65,123.33,5528145,60
1584928800,123.33,124.29,122.36,124.14,3857287,60
1584932400,124.2,126,123.61,125.19,6813398,60
1584936000,125.23,126.47,124.29,124.9,3738277,60
1584939600,124.9,125.37,123.9,124.19,3132064,60
1584943200,124.25,125.57,124.19,125.24,2428284,60
1584946800,125.24,125.5,123.64,123.64,3345836,60
1584950400,123.74,124.82,121.23,121.58,7875035,60
1584954000,121.55,122.72,120.57,121.95,5506209,60
1584957600,121.93,123.51,121.72,123.46,3344792,60
1584961200,123.49,124.48,122.1,122.79,3660213,60
1584964800,122.83,134.22,122.78,132.72,41209176,60
1584968400,132.71,137.44,128.1,131.51,38248326,60
1584972000,131.51,131.75,129.33,129.88,7948352,60
1584975600,129.88,130.73,126.9,129.43,8521231,60
1584979200,129.43,132.81,128.99,132.64,9362984,60
1584982800,132.64,132.64,129.63,130.07,4110031,60
1584986400,130.03,131.15,129.05,129.76,2887381,60
1584990000,129.76,131.09,129.34,130.03,1921327,60
1584993600,130.04,132.46,129.89,131.85,3537959,60
1584997200,131.81,133.5,131.01,131.98,3441017,60
1585000800,131.91,133.25,130.91,133.13,3765880,60
1585004400,133.12,136.12,132.71,135.91,12322342,60
1585008000,135.91,136.97,133.7,134.86,16854967,60
1585011600,134.86,136.39,134.14,134.71,8311118,60
1585015200,134.7,136.3,134.2,136.18,7075303,60
1585018800,136.17,136.32,133.8,133.87,7459552,60
1585022400,133.87,134.69,132.51,133.35,7868199,60
1585026000,133.35,134.7,132.87,134.03,3815466,60
1585029600,134.02,136.2,133.71,135.67,6396757,60
1585033200,135.64,137.37,135.04,135.6,10332007,60
1585036800,135.6,143.38,135.4,139.77,46835329,60
1585040400,139.79,142.37,139.33,140.68,16123813,60
1585044000,140.66,141.68,138.9,140.27,9198579,60
1585047600,140.26,141.44,138,140.65,8567207,60
1585051200,140.64,140.81,136.1,138.51,12253064,60
1585054800,138.45,140.18,137.42,138.03,12160948,60
1585058400,138.08,139.44,136.8,137.4,7314499,60
1585062000,137.4,137.75,134.13,135.99,12880239,60
1585065600,135.99,136.87,134.26,135.9,7346503,60
1585069200,135.86,137.74,135.54,136.97,4621170,60
1585072800,136.97,137.2,135.1,136.8,2805828,60
1585076400,136.8,139.9,136.23,139.43,4423973,60
1585080000,139.43,140.13,138,139.3,4545676,60
1585083600,139.34,139.77,136,137.94,2769839,60
1585087200,137.93,140.12,137.41,139.57,4116375,60
1585090800,139.56,139.81,138.05,138.44,5106854,60
1585094400,138.44,142,136.57,139.8,13640411,60
1585098000,139.79,141,137.7,137.89,8232411,60
1585101600,137.89,139.59,136.6,137.6,7416762,60
1585105200,137.6,137.8,135.07,136.1,7722063,60
1585108800,136.11,137.14,135.41,137.07,4917092,60
1585112400,137.06,139.02,136.94,138.8,6672757,60
1585116000,138.78,139,137.59,138.64,5339222,60
1585119600,138.67,138.76,137.37,138.22,3963188,60
1585123200,138.26,140,137,139.68,9443270,60
1585126800,139.59,142.1,139.28,140.17,22259847,60
1585130400,140.16,141.1,135.56,136.49,22629044,60
1585134000,136.49,137.11,132.58,134.39,20324894,60
1585137600,134.32,135.43,133.92,135.43,9300671,60
1585141200,135.42,137.97,134.2,134.25,12874607,60
1585144800,134.25,136.05,133.34,135.71,8058366,60
1585148400,135.74,136.49,135.1,135.49,3513013,60
1585152000,135.5,136.63,135,135.93,5351753,60
1585155600,135.9,136.46,135.6,135.79,1620892,60
1585159200,135.79,136.5,134.73,136.19,2566338,60
1585162800,136.2,136.48,135.55,135.8,1377668,60
1585166400,135.8,135.97,135,135.15,1019125,60
1585170000,135.14,135.36,133.51,134.29,2727053,60
1585173600,134.3,136.2,134.3,135.98,4098227,60
1585177200,135.98,136.49,135.24,136.09,3013140,60
1585180800,136.1,137.91,136.1,136.96,6954104,60
1585184400,136.95,137.27,135.82,135.95,3692847,60
1585188000,135.96,136.27,135.1,136.03,3322380,60
1585191600,136.02,137.19,135.84,137.03,3710048,60
1585195200,137.04,138.55,136.89,136.89,8033926,60
1585198800,136.9,137.45,134.6,134.85,10762539,60
1585202400,134.85,135.75,133.8,135.15,12365803,60
1585206000,135.16,135.55,134.2,134.88,4413552,60
1585209600,134.88,135.55,134.1,135.14,4098641,60
1585213200,135.14,135.83,134.59,135.15,3446974,60
1585216800,135.15,135.57,134.4,135.06,3322077,60
1585220400,135.06,136.28,134.28,134.6,4968912,60
1585224000,134.6,134.99,133.6,134.85,5828435,60
1585227600,134.83,135.74,133.33,135.06,10722928,60
1585231200,135.06,135.06,134.14,134.35,3356772,60
1585234800,134.36,134.89,133.75,134.59,3554100,60
1585238400,134.61,134.93,133.61,134.43,4011627,60
1585242000,134.41,135.13,134.01,134.39,2425270,60
1585245600,134.39,134.98,134.32,134.83,871143,60
1585249200,134.83,135.4,134.43,135.11,1606391,60
1585252800,135.12,136.4,134.97,136.22,2883000,60
1585256400,136.25,137.4,135.66,135.98,4222347,60
1585260000,135.96,136.19,134.89,136.14,2247922,60
1585263600,136.14,139.6,136.14,138.37,14360743,60
1585267200,138.37,141,138.32,139.05,18254755,60
1585270800,139.05,139.44,137.82,138.75,5254108,60
1585274400,138.83,139.15,138.09,139.14,3412462,60
1585278000,139.15,139.35,138.64,139.3,3707683,60
1585281600,139.27,140.45,138.21,138.34,8026155,60
1585285200,138.33,138.4,136.1,136.77,11593170,60
1585288800,136.77,137.55,136.36,136.99,3206046,60
1585292400,137.01,137.81,137.01,137.42,3840921,60
1585296000,137.41,137.43,136.39,136.53,4661252,60
1585299600,136.52,136.94,135.74,135.96,5812298,60
1585303200,135.93,136.35,134.59,135.74,7151310,60
1585306800,135.75,136.86,135.64,135.72,3236715,59
1585310400,135.72,136.36,135.08,135.43,5355852,60
1585314000,135.45,135.75,134.43,134.96,7206613,60
1585317600,134.96,135.54,134.63,135.34,3933110,60
1585321200,135.33,136.41,135.16,136.02,3923268,60
1585324800,136.02,136.64,135.02,136.42,3481906,60
1585328400,136.44,136.66,135.45,136.4,2710206,60
1585332000,136.4,137.34,136.18,136.8,1832566,60
1585335600,136.8,137.32,136.34,136.69,1670205,60
1585339200,136.7,137.46,136.16,137.46,956824,60
1585342800,137.46,137.55,136.4,137.22,1288984,60
1585346400,137.23,137.3,136.4,136.8,1373028,60
1585350000,136.81,136.91,130,131.3,17914694,60
1585353600,131.32,131.37,128,130.27,18826527,60
1585357200,130.26,130.29,128.66,129.28,6891678,60
1585360800,129.28,129.88,128.5,129.16,4771315,60
1585364400,129.16,129.47,125,126.1,16462974,60
1585368000,126.11,128.88,125.54,128.2,15599090,60
1585371600,128.19,128.5,127.54,128.04,4212706,60
1585375200,128.05,128.24,127,127.93,3264561,60
1585378800,127.96,128.41,127.8,128,3298913,60
1585382400,128,129.65,127.5,129.43,6833546,60
1585386000,129.43,129.82,128.45,128.82,3370962,60
1585389600,128.8,129.24,128.06,128.83,3727351,60
1585393200,128.83,129.65,127.92,127.95,4585387,60
1585396800,127.98,128.47,127.4,128.12,2704378,60
1585400400,128.13,128.39,126.66,128.15,3890240,60
1585404000,128.17,129.15,128.17,128.86,3744683,60
1585407600,128.89,129.26,127.85,128.07,2785767,60
1585411200,128.06,128.77,127.7,128.28,2744692,60
1585414800,128.39,128.51,125.22,125.22,7673420,60
1585418400,125.23,128.67,125.22,127.32,5240122,60
1585422000,127.32,128.9,127.32,128.31,1738813,60
1585425600,128.28,132.93,128.26,130.74,8297033,60
1585429200,130.74,131.39,129.67,130.79,2192927,60
1585432800,130.8,132.47,130.06,131,3989265,60
1585436400,131.01,131.71,129.64,130.96,4398750,60
1585440000,130.96,131.77,129.84,130.35,4134489,60
1585443600,130.38,130.42,129.16,129.91,2556002,60
1585447200,129.92,130.42,129.46,129.61,1394379,60
1585450800,129.62,130.15,129.22,129.96,1667983,60
1585454400,129.92,130.1,129.63,130.07,1081993,60
1585458000,130.04,130.1,129.3,129.31,1298948,60
1585461600,129.31,129.71,128.64,129.13,1961924,60
1585465200,129.15,129.68,128.72,129.45,1636397,60
1585468800,129.44,129.44,128.1,129.32,3032364,60
1585472400,129.31,129.32,128.2,128.38,1496028,60
1585476000,128.36,130.28,128.29,129.64,7968268,60
1585479600,129.6,129.94,128.94,129.19,1915988,60
1585483200,129.19,129.19,128,128.55,5756179,60
1585486800,128.55,129.14,128.15,128.84,1407371,60
1585490400,128.85,129.48,128.74,129.25,1984447,60
1585494000,129.3,129.37,128.69,129.03,1408271,60
1585497600,129.01,129.31,127.45,127.92,3489150,60
1585501200,127.94,128.55,127.36,128.17,1516120,60
1585504800,128.16,128.16,126.52,126.75,1432036,60
1585508400,126.76,127.33,124.89,125.12,8489485,60
1585512000,125.08,125.94,123.9,125.72,4774540,60
1585515600,125.73,125.81,124.71,124.85,2604109,60
1585519200,124.84,126.37,124.17,125.71,2920367,60
1585522800,125.71,126.02,124.39,124.48,2302205,60
1585526400,124.5,125.96,124.1,125.67,2964088,60
1585530000,125.67,126.18,125.28,125.87,2296002,60
1585533600,125.87,127.15,125.84,126.59,3699720,60
1585537200,126.59,127.04,126.35,126.9,1905451,60
1585540800,126.89,127.47,126.53,127.4,2584070,60
1585544400,127.42,130.35,127.42,129.72,9387501,60
1585548000,129.72,130.41,129.2,129.72,5046925,60
1585551600,129.74,131.47,129.74,130.03,6007757,60
1585555200,129.98,131,129.97,130.71,3644656,60
1585558800,130.71,130.96,130.06,130.21,2762478,60
1585562400,130.21,131.88,130.19,131.04,3438580,60
1585566000,131.03,134.62,131.01,133.44,10072522,60
1585569600,133.44,133.88,131.62,132.1,6195768,60
1585573200,132.1,132.7,131.4,131.45,3778762,60
1585576800,131.44,132.2,131.05,131.8,2827049,60
1585580400,131.81,133.63,131.61,132.18,5963901,60
1585584000,132.16,133.26,131.51,132.82,4020085,60
1585587600,132.83,133.1,131.77,132.29,2316777,60
1585591200,132.26,132.47,131.3,132.09,1153842,60
1585594800,132.07,132.86,131.75,132.11,752417,60
1585598400,132.17,134.51,132.13,133.82,4211119,60
1585602000,133.84,135,133,134.05,4087198,60
1585605600,134.06,135.1,133.03,133.38,7371854,60
1585609200,133.38,133.82,131.85,132.06,3763830,60
1585612800,132.06,133.15,131.71,132.41,3159334,60
1585616400,132.42,134.13,132.36,134.08,4411725,60
1585620000,134.08,134.1,132.93,133.01,3272189,60
1585623600,132.96,132.99,130.84,132.12,6857333,60
1585627200,132.11,132.16,130.63,130.94,4742881,60
1585630800,130.94,131.85,130.4,131.42,3024120,60
1585634400,131.43,132.37,130.86,132.21,2219292,60
1585638000,132.21,132.22,131.46,131.91,2009458,60
1585641600,131.9,133.32,131.7,133.13,3922337,60
1585645200,133.13,133.18,131.93,132.36,2200614,60
1585648800,132.4,132.65,131.8,132.33,1531198,60
1585652400,132.33,132.42,131.19,131.88,2931067,60
1585656000,131.89,132.79,131.03,132.48,2795207,60
1585659600,132.5,132.92,131.8,132.19,2275769,60
1585663200,132.18,132.88,132.11,132.75,2047828,60
1585666800,132.74,133.7,132.39,132.74,2838499,60
1585670400,132.75,133.15,131.8,132.19,1907193,60
1585674000,132.17,132.82,131.62,132.75,954086,60
1585677600,132.75,133.24,132.4,132.73,1670559,60
1585681200,132.75,133.6,132.46,133.23,1707902,60
1585684800,133.23,135,133.19,134.39,5731952,60
1585688400,134.41,134.96,133.33,134.01,2578360,60
1585692000,134.02,134.36,133.15,133.5,1910578,60
1585695600,133.5,133.69,132.72,132.72,1584276,60
1585699200,132.72,133.35,131,132,6180924,60
1585702800,132.02,132.42,131.49,131.56,2924193,60
1585706400,131.59,132.36,131.32,132.34,1993688,60
1585710000,132.32,133.16,132.24,132.85,2951271,60
1585713600,132.84,133.21,132.59,132.74,2680311,60
1585717200,132.73,132.86,131.81,132.01,2140490,60
1585720800,132,132.53,131.67,132.2,1921291,60
1585724400,132.2,132.6,131.91,132.45,1516076,60
1585728000,132.43,132.45,131.59,132.04,2248533,60
1585731600,132.04,132.25,131.43,132.13,2102150,60
1585735200,132.12,132.37,131.77,131.96,1259380,60
1585738800,131.96,132.37,131.56,132.36,1506916,60
1585742400,132.36,133.26,131.28,131.36,5662109,60
1585746000,131.37,131.64,130.38,130.74,4416648,60
1585749600,130.74,131.72,130.5,131.56,2281992,60
1585753200,131.54,131.61,130.94,131.06,1132868,60
1585756800,131.06,131.06,128.73,129.38,6211903,60
1585760400,129.37,129.87,129.01,129.6,1580635,60
1585764000,129.6,129.98,129.38,129.43,646889,60
1585767600,129.49,130.1,129,129.92,1256672,60
1585771200,129.91,132.63,129.66,131.7,2645157,60
1585774800,131.73,132.55,131.45,131.73,2283951,60
1585778400,131.79,134.56,131.76,133.31,12842914,60
1585782000,133.32,136.69,133.07,135.63,18819951,60
1585785600,135.64,138,135.55,135.94,15546785,60
1585789200,135.99,136.8,135.04,135.15,4884505,60
1585792800,135.12,136.25,135.1,135.93,5312716,60
1585796400,135.93,136.32,135.45,136.27,2923637,60
1585800000,136.29,136.92,135.71,135.84,3363949,60
1585803600,135.89,136.2,135.59,136.16,2704728,60
1585807200,136.16,137.21,135.91,137.21,4220371,60
1585810800,137.21,137.77,136.63,137.31,5433387,60
1585814400,137.34,137.73,136.42,137.35,4366622,60
1585818000,137.31,137.36,136.68,136.79,1933643,60
1585821600,136.79,137.99,136.78,137.12,3335427,60
1585825200,137.12,137.99,136.66,137.67,3041940,60
1585828800,137.68,138.5,136.75,137.25,6812173,60
1585832400,137.24,137.45,136.13,136.46,4395375,60
1585836000,136.47,139.78,136.28,138.92,11368727,60
1585839600,138.93,139.7,138,139.33,8264161,60
1585843200,139.33,143.8,139.02,143.52,22412969,60
1585846800,143.53,149.99,143.53,145.44,39879906,60
1585850400,145.44,145.73,140,140.44,15764990,60
1585854000,140.48,142.43,139.5,140.88,6765639,60
1585857600,140.85,141.19,138.23,140.55,5768099,60
1585861200,140.52,142.93,140.02,142.44,3477846,60
1585864800,142.45,142.94,140.68,142.36,3969695,60
1585868400,142.36,142.36,140.03,141.3,5999315,60
1585872000,141.28,141.91,140.72,140.95,4039436,60
1585875600,140.86,142.35,140.32,142.21,3642501,60
1585879200,142.21,142.7,141.41,142.35,3844973,60
1585882800,142.37,142.78,141.5,141.56,3248630,60
1585886400,141.56,141.96,141.17,141.76,2528334,60
1585890000,141.77,141.94,141,141.71,2679381,60
1585893600,141.72,142.66,141.34,142.13,3503461,60
1585897200,142.13,145.09,142,144.59,11072313,60
1585900800,144.62,145.5,142.88,144.06,8183040,60
1585904400,144.03,145.38,143.34,144.9,5234906,60
1585908000,144.88,146.45,144.11,146.21,6344554,60
1585911600,146.19,146.67,144.58,146.11,7340436,60
1585915200,146.11,146.5,143.36,144.84,10686935,60
1585918800,144.83,144.95,143.01,143.31,5378133,60
1585922400,143.35,143.66,140.2,141.79,10829498,60
1585926000,141.79,142.78,140.5,141.4,6686665,60
1585929600,141.4,141.75,137.8,141.04,16285068,60
1585933200,141.05,142.16,139.55,140.67,5116891,60
1585936800,140.68,141.81,139.85,141.61,2235699,60
1585940400,141.63,142.4,141.27,142.28,1822043,60
1585944000,142.29,142.79,140.3,140.54,2134861,60
1585947600,140.53,142.1,139.71,141.1,1302804,60
1585951200,141.11,142,140.6,141.88,1767489,60
1585954800,141.86,142.3,141.14,141.3,2057053,60
1585958400,141.31,141.92,140.7,141.31,2256807,60
1585962000,141.3,142.3,140.99,141.36,3239141,60
1585965600,141.35,141.36,139.67,139.77,3288729,60
1585969200,139.74,140.25,138.9,139.74,3422307,60
1585972800,139.7,140.83,139.35,140.38,1901482,60
1585976400,140.38,141.08,140.13,140.13,1435045,60
1585980000,140.12,140.96,139.85,140.75,1912361,60
