t,o,h,l,c,v,n
1515891600,1365.2,1384.91,1357.8,1380.04,2773280,60
1515895200,1377.08,1381.88,1350,1366.91,4036148,60
1515898800,1367.45,1376.99,1363.45,1371.99,2630770,60
1515902400,1371.1,1377.49,1315,1345.45,5222693,60
1515906000,1335.97,1346.98,1305,1339.96,5015450,60
1515909600,1339,1368.58,1331.17,1355,2667987,60
1515913200,1355.4,1359.86,1327.52,1341.2,3069968,60
1515916800,1341.2,1355,1335,1346.77,2850272,60
1515920400,1344.22,1346.74,1320,1336.19,3519938,60
1515924000,1336.19,1340,1328.37,1331.99,2300147,60
1515927600,1330.33,1332.03,1290,1302,4907240,60
1515931200,1302,1302.42,1240,1263.38,8085692,60
1515934800,1263.38,1315.89,1253.53,1315,5737543,60
1515938400,1315,1315.6,1290,1295.44,3336851,60
1515942000,1293.45,1295,1231,1262,5685304,60
1515945600,1262.01,1286,1242.5,1281.02,3031236,60
1515949200,1281.02,1296.98,1267.97,1294.8,2376874,60
1515952800,1293.6,1309.92,1289.38,1298.15,2337092,60
1515956400,1298.15,1309.92,1293.59,1295,1165056,60
1515960000,1294.95,1316.59,1289.71,1306.42,1977669,60
1515963600,1310.39,1314.27,1300.14,1300.74,596096,60
1515967200,1302.87,1331.99,1300.18,1331.9,1667347,60
1515970800,1331.9,1355,1330.1,1341,3292525,60
1515974400,1342.45,1368.59,1341,1363.43,4023670,60
1515978000,1363.44,1365.1,1325,1325.01,3276328,60
1515981600,1325.01,1325.99,1250,1321.01,4565957,60
1515985200,1321.03,1323,1300,1319.66,4437438,60
1515988800,1315,1330,1306.1,1323.73,5077593,60
1515992400,1323.79,1332.6,1314.99,1330.98,2760366,60
1515996000,1329.8,1345,1321.36,1335,4669805,60
1515999600,1335,1340.66,1298.09,1306,4460000,60
1516003200,1305.89,1323.58,1290,1303.58,3388218,60
1516006800,1306.5,1318,1299.97,1316.95,3182204,60
1516010400,1316.01,1323,1293.1,1320.4,3719890,60
1516014000,1320.19,1320.19,1258,1303.69,7418826,60
1516017600,1303.69,1323.02,1270.11,1323.01,3994681,60
1516021200,1323.02,1323.02,1293.01,1297,3509263,60
1516024800,1297.04,1304.85,1290,1297.03,3603493,60
1516028400,1298.35,1319.99,1292.16,1308.5,2847343,60
1516032000,1308.5,1308.78,1292.92,1292.92,4302628,60
1516035600,1293.5,1295,1283.01,1286.18,4055411,60
1516039200,1286.18,1295.5,1280.89,1294.43,3007780,60
1516042800,1294.86,1297,1290,1296.98,1256680,60
1516046400,1297,1305.77,1290,1294.17,1588368,60
1516050000,1294.25,1307,1290.09,1306.46,749922,60
1516053600,1306.98,1307,1295,1298.82,947063,60
1516057200,1298.79,1299.99,1267,1270.99,2402020,60
1516060800,1270.99,1275.93,1226,1241.68,5299757,60
1516064400,1241.68,1251.39,1201,1227.75,4827414,60
1516068000,1227.73,1264.68,1201,1263.97,4491367,60
1516071600,1261.65,1263.95,1220.33,1224.98,4255162,60
1516075200,1224.99,1233.07,1208,1224.94,3459758,60
1516078800,1224.94,1234.34,1211.55,1223.77,3494700,60
1516082400,1223.77,1226.98,1210.54,1218.94,2438002,60
1516086000,1219.49,1227,1145,1149.87,5078065,60
1516089600,1145.48,1167.96,1011.1,1112.94,13374608,60
1516093200,1109.25,1115.44,980.2,1022.93,12233527,60
1516096800,1024.49,1076.07,1000,1025.69,10689698,60
1516100400,1025.69,1125,1019.96,1122.05,12189776,60
1516104000,1120.7,1127.93,1065.08,1093.01,8156142,60
1516107600,1093.01,1111,1024,1036.03,6546947,60
1516111200,1039.98,1096,1030.68,1069.44,5057343,60
1516114800,1069.44,1119,1066.98,1118.91,5308293,60
1516118400,1118.91,1118.91,1071,1085.93,5212084,60
1516122000,1086,1090,1001,1004.99,5350651,60
1516125600,1004.98,1030.75,977.8,1024,6630436,60
1516129200,1024,1071.01,1011.4,1028.05,3640304,60
1516132800,1025.73,1045,977,981.04,2814176,60
1516136400,981.02,1017,910,935.97,6975823,60
1516140000,931.6,985.87,829.97,974.98,13514063,60
1516143600,974.98,1046.99,930,997,6548128,60
1516147200,997,1059,955.88,968.9,7193138,60
1516150800,968.9,1015,956.32,981,4190149,60
1516154400,980.01,998.98,925.1,939.18,4893122,60
1516158000,943.18,958.84,880,924,9054535,60
1516161600,924,960.2,885,934.08,8242613,60
1516165200,934.08,941,899.5,935.98,5904275,60
1516168800,935.84,977.99,926.87,956.92,7553417,60
1516172400,955,979,949.43,958.15,5900639,60
1516176000,959.99,962.95,923,945.13,4740016,60
1516179600,944.5,945.45,892,908.01,7951975,60
1516183200,908.01,908.01,863.59,866.48,6834030,60
1516186800,866.01,919.52,839.14,859.18,10601386,60
1516190400,859.59,881.48,825,861.62,13339164,60
1516194000,862.02,870.35,830,831.09,4674249,60
1516197600,831.09,844.99,777.4,778,14386691,60
1516201200,777.41,810,766.95,784.59,8912270,60
1516204800,784.84,905.89,783.22,904.97,8203254,60
1516208400,904.97,910.01,836.41,872.99,9424587,60
1516212000,869.9,877.97,836,837.23,4016839,60
1516215600,838.44,928,838.44,913.15,2887838,60
1516219200,918.1,978,900,975,6445913,60
1516222800,974.91,1000,949.99,999.99,6621988,60
1516226400,1000,1010.5,936.72,955,6208434,60
1516230000,957.02,1009,920,989.99,6207645,60
1516233600,989.99,999,956,998.97,5171926,60
1516237200,999,1038,989.82,1028.95,8259340,60
1516240800,1028.96,1052.64,1016.03,1037.2,8723803,60
1516244400,1037.86,1038.88,975,983.52,7784641,60
1516248000,984.99,1019,960,961.09,6113229,60
1516251600,961.1,981,931.52,966.92,7822414,60
1516255200,966.93,997.9,962.7,986.09,5467070,60
1516258800,986.09,986.95,935.19,940,4511549,60
1516262400,940,978,938.29,968.04,4137100,60
1516266000,968.05,1000.04,967.97,983.14,6502330,60
1516269600,983.14,998,971.66,992.09,3108784,60
1516273200,992.09,1025,992,1012.48,6356725,60
1516276800,1011.48,1050,1010.02,1013.66,8275512,60
1516280400,1013.67,1044.59,999.46,1017,5239779,60
1516284000,1017,1049.5,1015.01,1048.02,5082617,60
1516287600,1048.69,1062.49,1028,1061,9118632,60
1516291200,1061,1062.49,1010.97,1029.93,7470226,60
1516294800,1029.93,1043.35,998,998,4523117,60
1516298400,998,1047.3,995,1046.89,2946314,60
1516302000,1046.88,1062.24,1027.14,1057.65,2722823,60
1516305600,1056.44,1080,1050.74,1055,1908540,60
1516309200,1058.16,1071.2,1024.36,1034.64,2043747,60
1516312800,1034.64,1037.5,988.6,1003.09,3398377,60
1516316400,1002.9,1018.87,980,999.05,4041152,60
1516320000,999.08,1030,988.71,1025,2833821,60
1516323600,1024.99,1038.84,1010,1019.99,4058106,60
1516327200,1019.98,1021.32,960,960.01,6790799,60
1516330800,960.01,998,951.52,984.94,6033728,60
1516334400,984.3,1005,969.55,994,3639258,60
1516338000,994,1012,981,1005.14,2893504,60
1516341600,1006.06,1022,998.02,1010,2741312,60
1516345200,1009.48,1010,987.94,1000.23,2223517,60
1516348800,999.99,1045,994,1033.84,6608093,60
1516352400,1032.97,1039.94,1023.38,1027.36,3517062,60
1516356000,1027.27,1057,1023.41,1053.73,5086891,60
1516359600,1053.94,1060.32,1040.5,1058.81,3619225,60
1516363200,1057,1085,1050.1,1073.66,7799538,60
1516366800,1073.66,1080,1058.6,1063.27,4662277,60
1516370400,1063.2,1075,1028.02,1039.37,3158624,60
1516374000,1039.37,1054.95,1032.01,1041.91,2566206,60
1516377600,1041.93,1062.9,1041.93,1054.03,2750649,60
1516381200,1053.63,1055,1020.3,1026.48,2522769,60
1516384800,1028.99,1034.99,1008.8,1029.58,1484169,60
1516388400,1028.04,1034.63,1015.03,1022.9,788218,60
1516392000,1022.88,1037.04,1012.14,1026.19,1353116,60
1516395600,1031.7,1039.93,1022.09,1023.6,670318,60
1516399200,1023.89,1030.91,1016.01,1019.92,895432,60
1516402800,1019.92,1040,1016.21,1038,1316371,60
1516406400,1038,1049.52,1037.81,1045.93,1792491,60
1516410000,1046,1063.1,1046,1062.49,3361032,60
1516413600,1062.5,1066,1055.01,1065.57,3006119,60
1516417200,1065.57,1070.88,1064.51,1066.91,2838659,60
1516420800,1066.92,1093.55,1049.99,1093.54,3970545,60
1516424400,1093.5,1124,1089.94,1123.05,7407137,60
1516428000,1123.99,1130.03,1101,1108.94,3290585,60
1516431600,1109.01,1123.33,1100,1120,3534649,60
1516435200,1120.89,1133,1112.94,1130.07,3636833,60
1516438800,1132,1133,1109,1110,2062871,60
1516442400,1110,1115.4,1104,1115.4,1797635,60
1516446000,1115.5,1118.88,1098,1098.4,2134476,60
1516449600,1098.4,1117.95,1093.89,1117.56,2279143,60
1516453200,1116.11,1127,1108.72,1110,3037369,60
1516456800,1110,1129.9,1105.44,1123.48,3003858,60
1516460400,1123.48,1129.63,1114.06,1123.19,1985584,60
1516464000,1124.04,1160.9,1122.58,1158.29,4574463,60
1516467600,1158.29,1163.53,1141,1150.24,2431636,60
1516471200,1150.24,1161.19,1146.61,1158.05,1418673,60
1516474800,1157.79,1159.79,1145,1147.22,1250330,60
1516478400,1147.19,1154.12,1131.43,1152.82,848924,60
1516482000,1152.82,1159.99,1150,1158.33,669312,60
1516485600,1157.3,1168.54,1152.26,1154.74,1471364,60
1516489200,1155.5,1158.58,1148,1150.07,1069063,60
1516492800,1150.07,1151.96,1091,1097.04,2598296,60
1516496400,1097.5,1128.69,1094.64,1122.34,2147209,60
1516500000,1122.02,1138.33,1110.4,1124,2057510,60
1516503600,1124,1129.99,1111.46,1114.99,1922046,60
1516507200,1115.98,1119.35,1085,1085,2762423,60
1516510800,1085.02,1100,1072.01,1079.08,3979844,60
1516514400,1079.08,1089,1064,1070.38,2099253,60
1516518000,1070.4,1070.44,1038,1059.38,3821508,60
1516521600,1062.91,1084.99,1056.32,1067.51,2472608,60
1516525200,1068.88,1069.98,1046.77,1050.48,1660283,60
1516528800,1051.37,1076.09,1050.48,1061.79,1456387,60
1516532400,1060.73,1106,1060.13,1104.62,2252460,60
1516536000,1103.98,1120,1081.61,1085.01,2686366,60
1516539600,1085.01,1114.99,1085.01,1098.26,1919186,60
1516543200,1098.25,1106.5,1066.73,1074.62,2491542,60
1516546800,1074.6,1086,1050.1,1050.32,2123531,60
1516550400,1050.15,1053.32,1011.01,1031.41,5112558,60
1516554000,1030.99,1040.67,1009.33,1031.96,2753513,60
1516557600,1031.96,1036.95,1016.56,1029.97,1481133,60
